5363048, 4.38690185547e-05, 10, 0
5363048, 3.81469726562e-05, 10, 0
5363048, 5.31673431396e-05, 10, 0
5363048, 5.50746917725e-05, 10, 0
5363048, 4.6968460083e-05, 10, 0
5366864, 0.000123977661133, 50, 747
5366864, 0.000123023986816, 50, 747
5366864, 0.000226020812988, 50, 747
5366864, 0.000123023986816, 50, 747
5366864, 0.000150203704834, 50, 747
5371560, 0.000236988067627, 100, 2338
5371560, 0.000236988067627, 100, 2338
5371560, 0.000235080718994, 100, 2338
5371560, 0.000313997268677, 100, 2338
5371560, 0.000236034393311, 100, 2338
5385944, 0.000616073608398, 250, 13888
5385944, 0.00103306770325, 250, 13888
5385944, 0.000666856765747, 250, 13888
5385944, 0.000583171844482, 250, 13888
5385944, 0.00106406211853, 250, 13888
5409896, 0.00128293037415, 500, 64588
5409896, 0.00120306015015, 500, 64588
5409896, 0.00119590759277, 500, 64588
5409896, 0.00119709968567, 500, 64588
5409896, 0.0011990070343, 500, 64588
5458024, 0.00252413749695, 1000, 211013
5458024, 0.00258708000183, 1000, 211013
5458024, 0.00403094291687, 1000, 211013
5458024, 0.00253510475159, 1000, 211013
5458024, 0.0025269985199, 1000, 211013
5476136, 0.00311183929443, 1500, 323715
5476136, 0.00311708450317, 1500, 323715
5476136, 0.00323414802551, 1500, 323715
5476136, 0.00304388999939, 1500, 323715
5476136, 0.00588893890381, 1500, 323715
