
5362944, 5.41210174561e-05, 10, 17
5362944, 3.81469726562e-05, 10, 17
5362944, 4.81605529785e-05, 10, 17
5362944, 3.69548797607e-05, 10, 17
5362944, 4.00543212891e-05, 10, 17
5366824, 0.000118017196655, 50, 587
5366824, 0.000114917755127, 50, 587
5366824, 0.000116109848022, 50, 587
5366824, 0.000117063522339, 50, 587
5366824, 0.000114917755127, 50, 587
5371576, 0.00021505355835, 100, 2660
5371576, 0.00021505355835, 100, 2660
5371576, 0.000216960906982, 100, 2660
5371576, 0.000216960906982, 100, 2660
5371576, 0.000221967697144, 100, 2660
5386024, 0.000527143478394, 250, 15629
5386024, 0.000570058822632, 250, 15629
5386024, 0.00119090080261, 250, 15629
5386024, 0.000530958175659, 250, 15629
5386024, 0.000958919525146, 250, 15629
5410208, 0.00111317634583, 500, 62494
5410208, 0.00113797187805, 500, 62494
5410208, 0.00205278396606, 500, 62494
5410208, 0.00110983848572, 500, 62494
5410208, 0.00112295150757, 500, 62494
5458496, 0.00233101844788, 1000, 248412
5458496, 0.0035719871521, 1000, 248412
5458496, 0.00373601913452, 1000, 248412
5458496, 0.00233197212219, 1000, 248412
5458496, 0.00460290908813, 1000, 248412
5555072, 0.00792694091797, 2000, 980374
5555072, 0.00493907928467, 2000, 980374
5555072, 0.00721001625061, 2000, 980374
5555072, 0.00752401351929, 2000, 980374
5555072, 0.00563287734985, 2000, 980374
5651632, 0.00768804550171, 3000, 2202296
5651632, 0.00829911231995, 3000, 2202296
5651632, 0.00840020179749, 3000, 2202296
5651632, 0.00823378562927, 3000, 2202296
5651632, 0.0127649307251, 3000, 2202296
5748208, 0.0103089809418, 4000, 3925860
5748208, 0.0103631019592, 4000, 3925860
5748208, 0.0103149414062, 4000, 3925860
5748208, 0.012855052948, 4000, 3925860
5748208, 0.0131320953369, 4000, 3925860
5844776, 0.0133500099182, 5000, 6198404
5844776, 0.0156471729279, 5000, 6198404
5844776, 0.0132331848145, 5000, 6198404
5844776, 0.0130739212036, 5000, 6198404
5844776, 0.0134489536285, 5000, 6198404
